Month,Longitudes,Latitudes,Elevation,ExtSR,MonthlyAvgI_HP,MonthlyAvgI_IncP,OptSlopeAngle,MontlyAvgI_B,Ratio_D_G
June,69.194,28.284,69,1.367,232.36,209.03,29,191.52,0.37
July,69.194,28.284,69,1.367,221.17,205.04,29,153.33,0.45
August,69.194,28.284,69,1.367,201.73,198.76,29,148.39,0.44
September,69.194,28.284,69,1.367,196.95,214.49,29,193.17,0.33
October,69.194,28.284,69,1.367,175.6,218.29,29,204.72,0.3
November,69.194,28.284,69,1.367,135.16,188.23,29,173.22,0.33
December,69.194,28.284,69,1.367,118.48,173.85,29,158.37,0.38
January,70.143,28.206,74,1.367,121.4,169.36,28,146.44,0.39
February,70.143,28.206,74,1.367,147.13,189.11,28,169.71,0.34
March,70.143,28.206,74,1.367,171.19,191.7,28,152.87,0.42
April,70.143,28.206,74,1.367,206.41,208.62,28,186,0.35
May,70.143,28.206,74,1.367,233.64,218.62,28,194.71,0.36
June,70.143,28.206,74,1.367,222.43,202.18,28,166.59,0.41
July,70.143,28.206,74,1.367,216.25,200.74,28,146.32,0.47
August,70.143,28.206,74,1.367,202.94,200.67,28,144.31,0.44
September,70.143,28.206,74,1.367,192.43,209.3,28,183.07,0.35
October,70.143,28.206,74,1.367,170.44,210.06,28,189.02,0.33
November,70.143,28.206,74,1.367,131.91,181.65,28,161.82,0.36
December,70.143,28.206,74,1.367,118.45,172.94,28,156.04,0.37
January,71.267,28.237,99,1.367,108.82,148.03,28,121.77,0.44
February,71.267,28.237,99,1.367,145.14,186.36,28,168.22,0.33
March,71.267,28.237,99,1.367,172.79,194.21,28,160.11,0.39
April,71.267,28.237,99,1.367,202.22,204.6,28,180.51,0.35
May,71.267,28.237,99,1.367,228.33,214.39,28,187.5,0.37
June,71.267,28.237,99,1.367,216.99,197.88,28,158.91,0.43
July,71.267,28.237,99,1.367,211.91,197.48,28,141.97,0.47
August,71.267,28.237,99,1.367,200.7,198.12,28,149.17,0.43
September,71.267,28.237,99,1.367,189.14,205.71,28,180.49,0.34
October,71.267,28.237,99,1.367,165.82,203.87,28,182.73,0.33
November,71.267,28.237,99,1.367,128.17,175.58,28,155.97,0.36
December,71.267,28.237,99,1.367,114.34,165.76,28,149.23,0.37
January,72.181,28.376,127,1.367,104.66,141.76,28,114.16,0.46
February,72.181,28.376,127,1.367,145.5,187.3,28,168.84,0.33
March,72.181,28.376,127,1.367,174.32,196.36,28,161.74,0.39
April,72.181,28.376,127,1.367,203.59,206.28,28,182.51,0.35
May,72.181,28.376,127,1.367,225.64,211.69,28,182.6,0.38
June,72.181,28.376,127,1.367,213.32,194.55,28,153.25,0.44
July,72.181,28.376,127,1.367,210.9,196.55,28,140.68,0.47
August,72.181,28.376,127,1.367,193.67,190.86,28,138.05,0.45
September,72.181,28.376,127,1.367,188.57,205.35,28,179.35,0.35
October,72.181,28.376,127,1.367,164.53,202.66,28,180.62,0.34
November,72.181,28.376,127,1.367,127.89,175.94,28,156.54,0.36
December,72.181,28.376,127,1.367,113.03,164.31,28,147.7,0.38
January,73.315,28.015,228,1.367,110.61,151.24,29,125.13,0.42
February,73.315,28.015,228,1.367,141.74,182.31,29,164.67,0.33
March,73.315,28.015,228,1.367,177.25,200.06,29,172.59,0.36
April,73.315,28.015,228,1.367,207.13,209.23,29,189.26,0.34
May,73.315,28.015,228,1.367,220.16,205.44,29,173.04,0.4
June,73.315,28.015,228,1.367,204.47,186.2,29,136.69,0.47
July,73.315,28.015,228,1.367,192.31,178.79,29,112.95,0.53
August,73.315,28.015,228,1.367,169.64,166.05,29,109.28,0.5
September,73.315,28.015,228,1.367,186.45,202.37,29,175.75,0.35
October,73.315,28.015,228,1.367,162.4,199.06,29,173.84,0.35
November,73.315,28.015,228,1.367,128.04,176.38,29,157.36,0.35
December,73.315,28.015,228,1.367,114.19,166.69,29,150.31,0.37
January,74.272,28.105,287,1.367,110.93,152.59,29,127,0.41
February,74.272,28.105,287,1.367,141.63,182.58,29,165.21,0.32
March,74.272,28.105,287,1.367,179.28,203.02,29,177.35,0.35
April,74.272,28.105,287,1.367,206.35,208.3,29,186.93,0.34
May,74.272,28.105,287,1.367,217.59,203,29,166.44,0.42
June,74.272,28.105,287,1.367,200.37,182.52,29,130.37,0.48
July,74.272,28.105,287,1.367,191.81,178.48,29,111.55,0.53
August,74.272,28.105,287,1.367,165.35,160.93,29,105.12,0.52
September,74.272,28.105,287,1.367,184.91,200.82,29,173.9,0.35
October,74.272,28.105,287,1.367,160.67,196.97,29,170.8,0.35
November,74.272,28.105,287,1.367,127.91,176.85,29,157.74,0.35
December,74.272,28.105,287,1.367,112.84,165,29,148.36,0.37
January,75.021,28.285,289,1.367,111.37,154.05,30,127.79,0.41
February,75.021,28.285,289,1.367,141.16,182.85,30,165.85,0.32
March,75.021,28.285,289,1.367,179.17,204.1,30,177.08,0.35
April,75.021,28.285,289,1.367,207.4,209.26,30,187.37,0.34
May,75.021,28.285,289,1.367,215.06,201.12,30,160.43,0.42
June,75.021,28.285,289,1.367,199.92,182.22,30,128.3,0.48
July,75.021,28.285,289,1.367,164.31,152.47,30,84.53,0.59
August,75.021,28.285,289,1.367,158.87,154.14,30,90.19,0.57
September,75.021,28.285,289,1.367,183.86,199.8,30,171.33,0.35
October,75.021,28.285,289,1.367,158.31,194.67,30,167.08,0.36
November,75.021,28.285,289,1.367,126.89,175.98,30,154.94,0.36
December,75.021,28.285,289,1.367,110.5,161.3,30,141.54,0.38
January,76.058,28.06,325,1.367,108.91,149.1,30,122.19,0.42
February,76.058,28.06,325,1.367,139.49,179.22,30,160.9,0.33
March,76.058,28.06,325,1.367,177.06,201.37,30,174.57,0.34
April,76.058,28.06,325,1.367,205.72,207.46,30,184.11,0.35
May,76.058,28.06,325,1.367,216.07,201.75,30,165.28,0.41
June,76.058,28.06,325,1.367,197.74,180.76,30,123.54,0.5
July,76.058,28.06,325,1.367,163.07,151.38,30,87.88,0.57
August,76.058,28.06,325,1.367,167.61,163.41,30,104.85,0.51
September,76.058,28.06,325,1.367,183.21,198.63,30,167.83,0.36
October,76.058,28.06,325,1.367,156.85,192.1,30,163.63,0.36
November,76.058,28.06,325,1.367,126.78,174.43,30,151.96,0.36
December,76.058,28.06,325,1.367,111.67,162.25,30,142.93,0.38
January,77.13,28.285,242,1.367,101.62,137.74,29,110.18,0.47
February,77.13,28.285,242,1.367,139.38,179.46,29,161.05,0.33
March,77.13,28.285,242,1.367,179.07,203.16,29,177.9,0.34
April,77.13,28.285,242,1.367,206.69,208.65,29,185.78,0.35
May,77.13,28.285,242,1.367,213.03,199.42,29,159.11,0.42
June,77.13,28.285,242,1.367,198.95,182.01,29,126.49,0.49
July,77.13,28.285,242,1.367,160.19,148.74,29,86.43,0.57
August,77.13,28.285,242,1.367,159.42,155.32,29,94.57,0.55
September,77.13,28.285,242,1.367,185.44,201.38,29,173.5,0.35
October,77.13,28.285,242,1.367,158.28,194.03,29,164.92,0.36
November,77.13,28.285,242,1.367,126.12,173.54,29,150.04,0.38
December,77.13,28.285,242,1.367,108.42,156.18,29,133.96,0.4
January,78.014,28.225,198,1.367,105.67,144.89,30,118.05,0.43
February,78.014,28.225,198,1.367,136.01,173.89,30,153.37,0.35
March,78.014,28.225,198,1.367,175.21,198.63,30,173.18,0.34
April,78.014,28.225,198,1.367,209.24,211.4,30,187.84,0.35
May,78.014,28.225,198,1.367,218.67,204.16,30,170.15,0.4
June,78.014,28.225,198,1.367,200.11,182.07,30,130.7,0.48
July,78.014,28.225,198,1.367,151.19,140.27,30,73.05,0.62
August,78.014,28.225,198,1.367,156.4,151.84,30,95.56,0.54
September,78.014,28.225,198,1.367,174.29,187.77,30,153.85,0.4
October,78.014,28.225,198,1.367,157.14,193.13,30,167.1,0.36
November,78.014,28.225,198,1.367,128.98,179.13,30,160.03,0.35
December,78.014,28.225,198,1.367,108.3,156.27,30,134.2,0.4
January,79.12,28.045,170,1.367,105.94,145.22,29,120.5,0.43
February,79.12,28.045,170,1.367,136.45,174.61,29,156.03,0.34
March,79.12,28.045,170,1.367,179.62,203.69,29,179.94,0.34
April,79.12,28.045,170,1.367,209.14,211.23,29,187.42,0.35
May,79.12,28.045,170,1.367,213.88,199.18,29,168.19,0.4
June,79.12,28.045,170,1.367,198.39,179.92,29,132.58,0.48
July,79.12,28.045,170,1.367,148.7,137.9,29,71.58,0.63
August,79.12,28.045,170,1.367,157.41,152.97,29,101.78,0.51
September,79.12,28.045,170,1.367,172.77,185.66,29,150.92,0.4
October,79.12,28.045,170,1.367,156.2,191.87,29,167.01,0.36
November,79.12,28.045,170,1.367,131.03,182.27,29,165.82,0.34
December,79.12,28.045,170,1.367,107.59,154.09,29,132.28,0.41
January,80.004,28,158,1.367,96.94,132.29,30,109.31,0.44
February,80.004,28,158,1.367,117.09,146.53,30,123.41,0.39
March,80.004,28,158,1.367,176.55,200.26,30,183.55,0.31
April,80.004,28,158,1.367,215.14,217.67,30,206.9,0.31
May,80.004,28,158,1.367,223.82,206.37,30,195.05,0.35
June,80.004,28,158,1.367,207.44,185.58,30,159.83,0.41
July,80.004,28,158,1.367,144.29,133.47,30,77.46,0.59
August,80.004,28,158,1.367,167.35,162.75,30,114.16,0.5
September,80.004,28,158,1.367,145.24,155.17,30,121.12,0.43
October,80.004,28,158,1.367,163.04,200.85,30,179.65,0.33
November,80.004,28,158,1.367,137.1,194.98,30,191.6,0.28
December,80.004,28,158,1.367,120.19,180.98,30,176.32,0.31
January,81.331,28.12,143,1.367,124.75,185.8,33,179.18,0.29
February,81.331,28.12,143,1.367,135.38,176.74,33,162.13,0.35
March,81.331,28.12,143,1.367,180.75,205.79,33,191.26,0.33
April,81.331,28.12,143,1.367,210.34,210.09,33,195.54,0.34
May,81.331,28.12,143,1.367,199.48,181.37,33,155.92,0.42
June,81.331,28.12,143,1.367,163.14,144.92,33,97.03,0.56
July,81.331,28.12,143,1.367,122.51,111.74,33,50.01,0.7
August,81.331,28.12,143,1.367,157.18,150.01,33,96.88,0.57
September,81.331,28.12,143,1.367,159.99,169.92,33,130.9,0.44
October,81.331,28.12,143,1.367,157,195.55,33,172.82,0.34
November,81.331,28.12,143,1.367,138.58,202.16,33,200.4,0.26
December,81.331,28.12,143,1.367,125.24,196.78,33,196.28,0.26
January,82.267,28.105,616,1.367,127.13,190.77,32,189.18,0.26
February,82.267,28.105,616,1.367,145.63,193.22,32,189.25,0.27
March,82.267,28.105,616,1.367,190.3,218.25,32,210.72,0.28
April,82.267,28.105,616,1.367,208.47,208.79,32,191.75,0.34
May,82.267,28.105,616,1.367,189.57,172.25,32,144.94,0.44
June,82.267,28.105,616,1.367,176.2,155.62,32,118.64,0.49
July,82.267,28.105,616,1.367,139,125.51,32,73.71,0.62
August,82.267,28.105,616,1.367,181.2,174.47,32,134.43,0.45
September,82.267,28.105,616,1.367,172.96,186.24,32,161.56,0.36
October,82.267,28.105,616,1.367,164.92,207.13,32,191.89,0.29
November,82.267,28.105,616,1.367,142.46,210.03,32,216.94,0.22
December,82.267,28.105,616,1.367,129.62,207.04,32,216.91,0.23
January,83.151,28.045,1304,1.367,119.64,172.11,33,158.08,0.28
February,83.151,28.045,1304,1.367,152.65,202.81,33,207.67,0.21
March,83.151,28.045,1304,1.367,174.09,196.2,33,177.76,0.33
April,83.151,28.045,1304,1.367,205.99,205.89,33,192.46,0.32
May,83.151,28.045,1304,1.367,174.16,159.17,33,123.32,0.45
June,83.151,28.045,1304,1.367,168.4,149.47,33,97.24,0.57
July,83.151,28.045,1304,1.367,128,116.62,33,44.93,0.75
August,83.151,28.045,1304,1.367,143.59,137.41,33,78.61,0.61
September,83.151,28.045,1304,1.367,160.6,170.65,33,134.86,0.4
October,83.151,28.045,1304,1.367,162.61,204.08,33,193.92,0.26
November,83.151,28.045,1304,1.367,146.06,213.06,33,225.67,0.13
December,83.151,28.045,1304,1.367,125.93,195.11,33,201.82,0.15
January,84.053,28,907,1.367,138,211.07,33,224.98,0.21
February,84.053,28,907,1.367,155.36,209.13,33,222.16,0.21
March,84.053,28,907,1.367,187.9,214.53,33,208.84,0.28
April,84.053,28,907,1.367,220.64,219.59,33,222.17,0.27
May,84.053,28,907,1.367,207.12,186.65,33,170.1,0.39
June,84.053,28,907,1.367,204.89,178.25,33,158.1,0.43
July,84.053,28,907,1.367,154.79,140.34,33,72.89,0.65
August,84.053,28,907,1.367,153.43,146.23,33,85.98,0.61
September,84.053,28,907,1.367,167.56,176.68,33,149.1,0.43
October,84.053,28,907,1.367,169.56,215.27,33,216.16,0.25
November,84.053,28,907,1.367,156.54,237.99,33,277.44,0.12
December,84.053,28,907,1.367,142.06,235.27,33,275.47,0.13
January,85.065,28.135,1927,1.367,107.08,144.56,30,118.39,0.38
February,85.065,28.135,1927,1.367,133.07,171.11,30,164.26,0.24
March,85.065,28.135,1927,1.367,135.39,147.69,30,102.57,0.48
April,85.065,28.135,1927,1.367,159.32,157.81,30,97.27,0.51
May,85.065,28.135,1927,1.367,176.21,164.19,30,114.72,0.48
June,85.065,28.135,1927,1.367,184.15,166.01,30,127.23,0.45
July,85.065,28.135,1927,1.367,150.87,138.87,30,72.42,0.63
August,85.065,28.135,1927,1.367,144.37,140.64,30,75.52,0.58
September,85.065,28.135,1927,1.367,145.03,153.38,30,106.33,0.46
October,85.065,28.135,1927,1.367,158.81,198.57,30,196.94,0.21
November,85.065,28.135,1927,1.367,142.07,205.5,30,227.97,0.13
December,85.065,28.135,1927,1.367,128.57,198.33,30,218.17,0.15
January,86.553,28.045,6424,1.367,137.61,203.76,32,207.37,0.25
February,86.553,28.045,6424,1.367,166.71,225.11,32,253.09,0.15
March,86.553,28.045,6424,1.367,171.88,193.79,32,166.73,0.36
April,86.553,28.045,6424,1.367,213.92,213.65,32,210.15,0.27
May,86.553,28.045,6424,1.367,229.84,208.71,32,207.92,0.31
June,86.553,28.045,6424,1.367,217.98,192.4,32,180.87,0.33
July,86.553,28.045,6424,1.367,166.13,151.43,32,91.51,0.57
August,86.553,28.045,6424,1.367,154.63,149.48,32,87.84,0.57
September,86.553,28.045,6424,1.367,161.34,170.77,32,127.28,0.45
October,86.553,28.045,6424,1.367,184.63,236.09,32,257.43,0.17
November,86.553,28.045,6424,1.367,158.79,236.95,32,274.63,0.11
December,86.553,28.045,6424,1.367,143.33,231.35,32,268.04,0.12
January,87.087,28.195,5192,1.367,114.63,159.21,31,138.95,0.32
February,87.087,28.195,5192,1.367,134.34,175.57,31,175.18,0.21
March,87.087,28.195,5192,1.367,160.9,179.05,31,141.76,0.36
April,87.087,28.195,5192,1.367,192.47,193.03,31,171.89,0.31
May,87.087,28.195,5192,1.367,191.82,176.83,31,143.49,0.42
June,87.087,28.195,5192,1.367,164.71,148.65,31,98.43,0.52
July,87.087,28.195,5192,1.367,144.3,132.56,31,63.52,0.65
August,87.087,28.195,5192,1.367,149.69,144.96,31,84.02,0.56
September,87.087,28.195,5192,1.367,137.97,145.07,31,95.64,0.49
October,87.087,28.195,5192,1.367,157.07,196.25,31,191.75,0.21
November,87.087,28.195,5192,1.367,139.87,201.81,31,214.91,0.12
December,87.087,28.195,5192,1.367,128.98,199.47,31,213.22,0.15
January,88.135,28.21,4404,1.367,147.77,231.18,33,262.54,0.15
February,88.135,28.21,4404,1.367,164.6,225.05,33,253.81,0.15
March,88.135,28.21,4404,1.367,173.93,195.38,33,193.11,0.33
April,88.135,28.21,4404,1.367,201.64,198.96,33,197.74,0.32
May,88.135,28.21,4404,1.367,201.41,179.97,33,171.37,0.41
June,88.135,28.21,4404,1.367,188.13,164.05,33,140.2,0.45
July,88.135,28.21,4404,1.367,163.62,146.96,33,96.2,0.57
August,88.135,28.21,4404,1.367,169.58,162.19,33,122.2,0.48
September,88.135,28.21,4404,1.367,152.38,161.47,33,133.09,0.42
October,88.135,28.21,4404,1.367,172.98,223.14,33,249.99,0.2
November,88.135,28.21,4404,1.367,157.03,240.66,33,287.53,0.11
December,88.135,28.21,4404,1.367,140.56,233.32,33,274.97,0.12
January,89.053,28.15,4858,1.367,143.9,222.23,34,244.08,0.16
February,89.053,28.15,4858,1.367,161.62,219.23,34,239.85,0.18
March,89.053,28.15,4858,1.367,179.9,203.07,34,192.83,0.3
April,89.053,28.15,4858,1.367,208.83,206.02,34,209.43,0.29
May,89.053,28.15,4858,1.367,199.81,178.19,34,160.24,0.42
June,89.053,28.15,4858,1.367,169.04,148.29,34,110.57,0.51
July,89.053,28.15,4858,1.367,148.33,133.17,34,74.84,0.63
August,89.053,28.15,4858,1.367,162.13,154.52,34,116.21,0.49
September,89.053,28.15,4858,1.367,143.43,150.21,34,109.96,0.49
October,89.053,28.15,4858,1.367,173.53,221.64,34,236.35,0.21
November,89.053,28.15,4858,1.367,156.16,237.42,34,275.13,0.11
December,89.053,28.15,4858,1.367,141.13,234.68,34,275.01,0.12
January,90.091,28.15,6221,1.367,124.35,181.18,32,177.64,0.23
February,90.091,28.15,6221,1.367,144.16,190.03,32,190.28,0.22
March,90.091,28.15,6221,1.367,157.79,173.59,32,137.49,0.43
April,90.091,28.15,6221,1.367,194.55,193.33,32,178.39,0.35
May,90.091,28.15,6221,1.367,174.07,158.73,32,119.47,0.51
June,90.091,28.15,6221,1.367,144.64,129.94,32,78.48,0.6
July,90.091,28.15,6221,1.367,140.67,129.32,32,61.34,0.65
August,90.091,28.15,6221,1.367,155.57,148.5,32,101.5,0.54
September,90.091,28.15,6221,1.367,121.32,125.19,32,74.54,0.58
October,90.091,28.15,6221,1.367,152.79,190.84,32,184.22,0.28
November,90.091,28.15,6221,1.367,142.69,208.78,32,226.1,0.12
December,90.091,28.15,6221,1.367,122.96,191.86,32,205.45,0.14
January,91.06,28.06,3430,1.367,103.3,142.37,29,132.01,0.26
February,91.06,28.06,3430,1.367,146.2,189.59,29,193.03,0.2
March,91.06,28.06,3430,1.367,175.35,197.73,29,185.07,0.31
April,91.06,28.06,3430,1.367,202.84,204.46,29,191.04,0.32
May,91.06,28.06,3430,1.367,188.17,174.85,29,142.41,0.44
June,91.06,28.06,3430,1.367,177.39,160.22,29,130.25,0.44
July,91.06,28.06,3430,1.367,171.04,158.82,29,103.08,0.52
August,91.06,28.06,3430,1.367,189.5,185.78,29,153.56,0.39
September,91.06,28.06,3430,1.367,140.12,147.41,29,99.6,0.49
October,91.06,28.06,3430,1.367,158.6,196.18,29,193.66,0.24
November,91.06,28.06,3430,1.367,117.88,162.98,29,166.25,0.16
December,91.06,28.06,3430,1.367,85.48,123.51,29,121.27,0.21
January,92.081,28,5189,1.367,131.86,177.93,20,206.72,0.22
February,92.081,28,5189,1.367,154.05,191.76,20,213.28,0.2
March,92.081,28,5189,1.367,179.89,200.1,20,196.43,0.3
April,92.081,28,5189,1.367,199.25,203.61,20,192.66,0.33
May,92.081,28,5189,1.367,195.48,187.39,20,160.5,0.42
June,92.081,28,5189,1.367,180.08,170.86,20,126.75,0.47
July,92.081,28,5189,1.367,166.29,160.67,20,96.6,0.54
August,92.081,28,5189,1.367,186.86,185.8,20,158.45,0.42
September,92.081,28,5189,1.367,149.64,158.35,20,118.53,0.46
October,92.081,28,5189,1.367,171.32,206.3,20,230.77,0.21
November,92.081,28,5189,1.367,151.11,203.05,20,253.4,0.12
December,92.081,28,5189,1.367,132.31,186.01,20,229.89,0.14
January,93.101,28.165,2942,1.367,120.39,175.13,32,168.95,0.28
February,93.101,28.165,2942,1.367,134.51,176.43,32,172.83,0.27
March,93.101,28.165,2942,1.367,147.17,160.98,32,125.38,0.45
April,93.101,28.165,2942,1.367,152.59,150.41,32,111.31,0.5
May,93.101,28.165,2942,1.367,150.71,137.76,32,93.45,0.56
June,93.101,28.165,2942,1.367,136.39,123.41,32,60.63,0.66
July,93.101,28.165,2942,1.367,149.51,136.81,32,68.53,0.65
August,93.101,28.165,2942,1.367,174.82,167.32,32,124.16,0.5
September,93.101,28.165,2942,1.367,113.29,115.09,32,64.37,0.63
October,93.101,28.165,2942,1.367,134.81,163.6,32,138.05,0.38
November,93.101,28.165,2942,1.367,144.42,213.92,32,237.88,0.13
December,93.101,28.165,2942,1.367,121.33,189.3,32,201.44,0.17
January,94.156,28.06,421,1.367,119.82,170.31,31,157.9,0.3
February,94.156,28.06,421,1.367,130.13,167.15,31,151.59,0.3
March,94.156,28.06,421,1.367,131.96,142.38,31,97.03,0.51
April,94.156,28.06,421,1.367,138.23,136.8,31,81,0.57
May,94.156,28.06,421,1.367,151.05,139.74,31,82.71,0.59
June,94.156,28.06,421,1.367,134.48,123.32,31,49.99,0.7
July,94.156,28.06,421,1.367,138.18,127.28,31,54.13,0.7
August,94.156,28.06,421,1.367,169.55,163.52,31,102.92,0.54
September,94.156,28.06,421,1.367,122.46,126.37,31,68.23,0.58
October,94.156,28.06,421,1.367,134.76,160.76,31,126.41,0.4
November,94.156,28.06,421,1.367,142.04,205.57,31,219.42,0.16
December,94.156,28.06,421,1.367,118.49,178.69,31,179.53,0.22
January,95.245,23.015,243,1.367,108.37,152.92,30,141.06,0.34
February,95.245,23.015,243,1.367,74.47,86.04,30,57.89,0.54
March,95.245,23.015,243,1.367,100.82,106.99,30,61.88,0.58
April,95.245,23.015,243,1.367,91.57,89.21,30,36.04,0.74
May,95.245,23.015,243,1.367,114.38,106.41,30,62.74,0.59
June,95.245,23.015,243,1.367,104.62,96.56,30,33.95,0.76
July,95.245,23.015,243,1.367,132.94,124.26,30,49.02,0.71
August,95.245,23.015,243,1.367,155.99,150.83,30,96.38,0.52
September,95.245,23.015,243,1.367,93.13,93.99,30,46.14,0.7
October,95.245,23.015,243,1.367,113.23,135.68,30,114.49,0.43
November,95.245,23.015,243,1.367,124.83,174.62,30,173.72,0.31
December,95.245,23.015,243,1.367,111.38,167.67,30,173.68,0.26
January,96.163,28.135,1090,1.367,86.91,109.54,25,78.54,0.49
February,96.163,28.135,1090,1.367,60.87,66.17,25,29.66,0.68
March,96.163,28.135,1090,1.367,84.21,86.53,25,30.91,0.72
April,96.163,28.135,1090,1.367,85.19,84.55,25,26.15,0.75
May,96.163,28.135,1090,1.367,97.18,93.52,25,39.58,0.66
June,96.163,28.135,1090,1.367,91.98,87.35,25,22.05,0.81
July,96.163,28.135,1090,1.367,126.02,120.67,25,41.39,0.72
August,96.163,28.135,1090,1.367,146.95,145.3,25,82.64,0.53
September,96.163,28.135,1090,1.367,65.68,65.18,25,17.36,0.82
October,96.163,28.135,1090,1.367,81.55,89.73,25,47.02,0.62
November,96.163,28.135,1090,1.367,91.41,114.46,25,88.59,0.44
December,96.163,28.135,1090,1.367,94.39,130.73,25,126.44,0.28
January,97.082,28.15,2775,1.367,80.77,102.94,27,74.81,0.52
February,97.082,28.15,2775,1.367,68.61,75.86,27,39.17,0.64
March,97.082,28.15,2775,1.367,94.9,99.26,27,49.21,0.64
April,97.082,28.15,2775,1.367,89.67,89.27,27,37.12,0.69
May,97.082,28.15,2775,1.367,113.52,107.61,27,64.06,0.56
June,97.082,28.15,2775,1.367,104.45,97.72,27,36.45,0.74
July,97.082,28.15,2775,1.367,120.39,113.74,27,38.14,0.77
August,97.082,28.15,2775,1.367,160.6,157.7,27,102.12,0.5
September,97.082,28.15,2775,1.367,71.88,72.1,27,27.57,0.75
October,97.082,28.15,2775,1.367,104.55,123.69,27,96.99,0.4
November,97.082,28.15,2775,1.367,115.79,156.87,27,150.75,0.29
December,97.082,28.15,2775,1.367,101.58,147.6,27,152.48,0.27
January,68,30,826,1.367,115.36,167.26,29,153.15,0.33
February,68,30,826,1.367,145.46,192.07,29,177.9,0.29
March,68,30,826,1.367,163.75,186.63,29,152.2,0.38
April,68,30,826,1.367,199.93,204.14,29,184.59,0.33
